Protein	FN1	FN2	FN3	FN4	FN5	FN6	FN7	FN8	FN9	FN10	FN11	FN12	FN13	FN14	FN15	FN16	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FT1	FT2	FT3	FT4	FT5	FT6	FT7	FT8	FT9	FT10	FT11	FT12	FT13	FT14	FT15	FT16	FT31	FT32	FT33	FT34	FT35	FT36	FT37	FT38	PN1	PN2	PN3	PN4	PN5	PN6	PN7	PN8	PN9	PN10	PN11	PN12	PN13	PN14	PN15	PN16	PN31	PN32	PN33	PN34	PN35	PN36	PN37	PN38	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38
Q9NR30	12081.5	8236	11788	5624.5	8431	8331.5	7527	9751.5	5495	13244	17937.5	7371.5	13229	4277.5	8724	6925.5	13576.5	5935.5	5235.5	19804.5	11506.5	16862.5	10481	10087	5499	6560	9182.5	11295	13926	9511	12988	16825.5	29976	16027.5	41524.5	19782	8625.5	4856.5	7811	13185	22981.5	14617	21113	2186	14058.5	6785.5	8171	18645	5478.5	6755	13001.5	5198	6242.5	7465	9284	6680.5	5268	5116.5	9832	12030	10705	5248	5553	2195.5	7995.5	6630.5	7903	5035	4542	6259.5	6500	5728.5	7837.5	9509	7220.5	7773.5	11792	11937	9648	9087	4640.5	10058.5	8297	8203.5	6548	8058.5	9500.5	7460.5	5356	5766	6573	5616	13514.5	5129.5	4626	18528.5
Q9NR31	21313.5	30297	58018	32047.5	31729.5	33586.5	28018.5	30513.5	34891.5	41003.5	40661.5	27931.5	22853.5	27518.5	35466.5	20553	28106.5	25830	31956.5	29089.5	26700	28395.5	11479	21341.5	43356	28600	30965.5	24465.5	40762	41726	30535.5	32653	34802.5	23557.5	24066	20263	35004.5	14975	34048	29428	41294	38829.5	50419.5	39666.5	38213.5	16283.5	20206.5	29959	33510	23176.5	28700	23033	31334	35061.5	30827.5	38724.5	31040.5	26426	26781	40953.5	29397	14400	22849	17041.5	44899	32877	32565	30013.5	42216	35365	21871	24544	35765.5	25553	23364	16787	23596	28938.5	39436.5	35989.5	23192	33273	17179.5	29743	27791	23003	30440.5	15266	38740.5	33131.5	43091.5	32766	25906.5	30454	22360	38996
Q9NR45	30484	200014	110415.5	122593.5	224145.5	197109	98950.5	143098	142579	203938.5	138154.5	76005	141999.5	42779.5	188830	31467	120644	33224.5	20888	88631.5	64129	275818.5	27259.5	109382	141613.5	165629	146702	105136.5	368463	263674	71745	77957.5	98284	43882.5	116479	66134	126847	29887.5	235893	68527	284257	102070.5	145973.5	65167	210570.5	140141.5	73840	53535	58980.5	74708	36500	43199.5	48318	145758.5	64706.5	110516	45112	60472.5	93145	163160	45682.5	19763	123157.5	92027.5	125153.5	63548	15960.5	27631	73980.5	79219.5	42292	48304	110267.5	90567	78569.5	98596	158723.5	287525.5	131226.5	177459	30129.5	42495	97605.5	99182.5	51905	97071	75632.5	61632	245097.5	92389	168370.5	113624	171185	83326.5	87164.5	111906.5
Q9NR46	19857.5	20982	23009.5	24068.5	20299.5	24914	22573.5	11656.5	19364.5	20163.5	21647	24547	21833.5	22198	24001	26533.5	21775	53404	17005	21685	24161	21358.5	20062.5	21064	22591.5	24415	22250	26123	28439	23856	21479.5	13010.5	25218.5	10556	22347	21579.5	24337.5	18804.5	22019	27231.5	26156.5	25341.5	22784	21550.5	29996	23994.5	23890	24633	41874	39296.5	49164	52938	46541.5	44950	34547.5	15938	25063.5	27043.5	20190.5	22699	33344	31086.5	27848.5	56014.5	16352.5	25442.5	21452.5	31507.5	28287.5	29079	28155	18270	40657.5	42424	43203	19765.5	32907.5	40671	26464	16310.5	36835	14235	22039.5	20607	27837	32505.5	49760	51411	14683	38568.5	33148	39120	34915.5	38855.5	44384.5	26382.5
Q9NR50	46436	18194	11565.5	17324.5	17807.5	9307.5	14292	12293	29161	13582	14206.5	9334	23232	13615	18367	8217.5	23101	19528.5	35456.5	19362	21724.5	24278	30137.5	30817	22599.5	19783	18479.5	32071.5	23029	19518.5	14015	18628.5	15228.5	11892	21642.5	16621	16120.5	12949	16486	15867	19188	18567	20150.5	21180.5	13510.5	22337.5	10018	18200	21274.5	8887.5	15735	14175	14072.5	14205	15065.5	10023	11548	9741	17738	14568.5	20062	9645	18721	12333	21116.5	13087	14201.5	9529.5	18837.5	18352	9700.5	17535	17795.5	6487	13199	18229	16277	22971.5	12928.5	17772.5	8044	5882	16515	26057.5	17189	13114.5	14244.5	5650.5	16023	17141	8616	13397	8476	17461	7553	16128.5
Q9NRD5	2278	1127	1014.5	142.5	3080	4297.5	1498	2255	2945	1340.5	2654.5	1961.5	1159.5	1017	1235.5	1091.5	3480	557	778.5	2996.5	215	1854.5	1453	1278.5	3398.5	1066	4133	1126	3300.5	3133.5	1725	965	2963	480	1297	893	2060	1382	1605	708	2829.5	2501	1873	755.5	1230	1121	2536.5	1794.5	1812.5	706.5	927	1407.5	2116.5	2688.5	736	482.5	501.5	1665	2080.5	3697	1489.5	1434.5	2059	1682.5	2917.5	1518	1709.5	1352	1296.5	1566.5	1103	1662.5	1109.5	806	1548	2279	3462.5	1655	1891	1714.5	2199.5	769.5	1556.5	1443	2661	1984.5	2417.5	1731	2363.5	3141.5	905.5	1217	792.5	1676	1003	2587.5
Q9NRF8	1639	3108	2298.5	4718	3249.5	7552.5	2693	3529	4688	5339	3369	2959.5	3948.5	2733	5563	2243	1520.5	928.5	2845.5	2573.5	1443	2231.5	497	3015	3276.5	3176	1995.5	3286.5	5814	5083.5	2580.5	1017	2871	1047.5	2649.5	1487.5	2841.5	1118	3933.5	1240.5	7263	1965	5111.5	2436.5	1783	1468.5	2392.5	3277.5	1552	762	809	1003.5	992	1675	1367	1347.5	1001.5	1055	1506	1750	656	943	1749.5	1219.5	1412	1318	528	3019.5	1580.5	1096.5	882.5	2561.5	1300	643	682	1328.5	1346	1903.5	1498	1552.5	497.5	894.5	1045	955.5	964	2050	1351	863	2996	1050.5	2320.5	406	639	1075	1310.5	2206
Q9NRG7	104522.5	43829	28702.5	50304	22329	19363.5	43605	31205.5	27948.5	44661	36620	53786	93107.5	34958.5	32964	19969	32845	11954.5	110498.5	35538	85294	32156	15045	26939	18326	37723	31712.5	59140.5	34219.5	36667.5	25818	77888.5	43890.5	17452	25171.5	31100.5	26427.5	30118	21321.5	26920	22961	21682	75449	58939	82431	77968.5	45938.5	16826	13059	39591	24828	21746.5	15047.5	9549.5	20982	20954.5	19272.5	32901.5	16189	34847.5	35000	7811.5	39196.5	23439	48916.5	17703	23283.5	50995	42429	12986.5	9340.5	10606	19933	8586	20340.5	24955	21473.5	10191.5	17512.5	31343	19079	41241	26026.5	56733.5	7546.5	114567	28065.5	10199.5	18444	10243.5	11394	10677	54299.5	16142	12447.5	8836
Q9NRN5	12376	19444	6870.5	21750	14591	35776.5	7862.5	8400	21871.5	13078.5	9400.5	3950.5	18177.5	20803.5	21147	6459	6588.5	9008.5	10152.5	9715	17492	13760.5	7181	27765.5	4623.5	2922	8200.5	13756.5	22898.5	22348.5	5623.5	7368	8279.5	8421	2002	4855.5	4165	7513	18353.5	4230.5	2456.5	4074.5	3124.5	15026.5	7948	4573.5	22950.5	4855	33943.5	4858	27860.5	20800.5	26104	35707.5	39219.5	16848.5	4667	3488.5	5499	5484	16291	19412	34799.5	33176.5	13916	13598	49336	34725	25221	14529	16130	42483	20856	8005	9542	11914.5	4351.5	10187.5	11559.5	16996.5	14299	4296.5	6502.5	8841.5	12837.5	6504.5	8680.5	9788	17958	9437.5	5065.5	5853	10812	10389	9756.5	2851
Q9NRP2	4483.5	2486	2402.5	5658.5	3220	1684.5	3242.5	2406.5	3939.5	8519	3491.5	276.5	2480.5	1517.5	5358.5	4462	2839.5	3760.5	3772	2505	4576	5151.5	5122.5	3013.5	4455.5	3616	3494	2471	2218.5	599.5	5910.5	2543	3010	7430	4012	2043.5	3785.5	3814	3474	2936	1519	3095.5	2645.5	5689	5687	3546.5	4761.5	3223.5	7437.5	4676.5	3446	3774	2112	3943.5	6111	12065.5	9187	2886.5	2238	2727.5	2419.5	3056.5	3608.5	3413	1350.5	13825	1863.5	3477.5	3436.5	6962.5	7561.5	2001.5	3387	2891	2398.5	2334.5	8886	6954.5	2487	2357	3245.5	1858	6688	3003	2831.5	2466	3423.5	5204.5	4388.5	3192	6754	4823	2858	1658.5	3280.5	8500
Q9NRV9	11884	12613	13526.5	13805	15589.5	14674	10174	10421.5	10144	14231.5	8978	4869	9298	6273.5	16194	7919.5	8263.5	11426	11589	7260.5	8896.5	13444.5	10921	11788.5	11442	14945	18419.5	10557	13828	14517.5	9814.5	10295	12647	7015.5	14953.5	17866	10279.5	14212	14617.5	13099.5	6591	14230.5	10272	7383.5	12126.5	10726	7760	8177	18255.5	32333.5	25986	14501	26874.5	18880.5	16057	11961	22814	16124.5	17246	11334.5	22187	17909.5	35173	37158	15317	19691.5	10111	33917.5	10090.5	19121	18222	12056	22651.5	19368	28513	29296	30877.5	28781	16787.5	11176.5	20866	21101.5	15913.5	20530	11958	19954	23368	30938	14654.5	22753	10154.5	26991	25866	20886	12301.5	9956
Q9NRW7	1626	1301	1842	3110.5	2326.5	3712	2030	3310.5	1282	1779.5	1853.5	1263	1130.5	1295.5	2505	1286.5	849.5	1879	1362	1689.5	617	2000	1044.5	1669	3003	1278	1968	2557.5	3188.5	1345	2119.5	3226	1602.5	1797.5	1410	1329.5	1427	1814.5	1511.5	1659	3266	1009	2339.5	1485.5	1928	813	2215.5	2391	961.5	376	1098	1732.5	2154	2619.5	1305.5	1215	841	621.5	1027	1557	1085	517	1211	2794	974.5	1117	1595.5	446.5	1387.5	619.5	2504.5	1747.5	2612	581	2055.5	1314.5	1746	1020.5	2907	1254	1735.5	3789	792	1461	806.5	994	1566	781	1791	1720.5	2057.5	745	868.5	2634	2080	1466
Q9NRX4	25343	32001	43135	21894.5	26047.5	33764.5	25432	45364	35714	33252.5	26802	21991.5	39932.5	26471.5	36061	15702	27207	12504	17851.5	23212.5	16603	42966.5	19493	36338.5	31262	25154	19586.5	23205	32899	28246.5	17498.5	24390.5	21264.5	22582.5	17825	14051.5	27379.5	15405	29633.5	22681.5	50041	25832	26228	20074	34199	17552	25551.5	23235.5	14646	12569.5	12331.5	14630	13964	18969	12967.5	15994.5	15520.5	17299	13421	20329.5	14247.5	13383.5	20781.5	19940.5	21199	18292	21556.5	14763	16557.5	16264	13712	15023.5	17654.5	13183	13061	19032	14732.5	15516	20338	17092	13757.5	20645	21202.5	17898	15601	18286	15828.5	17828.5	22740.5	11950.5	13634	23344	12997	14501	11557.5	21016
Q9NS69	4847	8858	6568.5	12795.5	7141	12663.5	4193.5	7965.5	6511	4733	3165	4383	6819	651	10592	1636.5	5216.5	3217	14128.5	12536	8756.5	7584	3341.5	8123	9794	7966	10041.5	6083.5	10909	9823.5	7465.5	7672	1840	4056.5	6324.5	2539.5	7165	5829	8949	7374	9410	1313.5	7995	8022	7443	5076	6276.5	5093.5	9050.5	9085.5	9343	9468.5	12032.5	5394.5	4484.5	6729.5	4810.5	2115	5365	2244	6754	4104	12672	8483.5	6613	10026	3043.5	4034	9794	12878	2888.5	5911	11377	10490	9600.5	12025.5	13739.5	14685	10831.5	7246	5822.5	3531.5	3876.5	2555	2381	5196.5	12210	4109	13237	6302.5	7464.5	7829	8289	3491	2794.5	10658
Q9NS86	10073.5	9087	11907.5	10393.5	7165	6676	9070	7803	8745.5	7647	6313	8907.5	7342	9173	8093	12455	9248	4945.5	8879	9426	9112.5	7250	11643.5	10829	9057	6779	6284	9462	5670.5	6629	7799.5	5617.5	7857.5	4873.5	9917	5190.5	6280.5	11908	8243	6884.5	3877.5	7047.5	5854	8095	8259	8914	9740	6925	11830	12151	16511.5	17418	8849.5	6525.5	14068.5	5507	9354	7617.5	6447	4196	19193	12455.5	4310.5	13528	7452	10103	3978.5	7571.5	3095	15149.5	10929	10799.5	10273	7463	12205	6772	5092	10378	3444	3444.5	15708.5	7280	6165.5	9185	13213	6264	3041	9749.5	2340	7341	7080	17755	4887.5	9416.5	7107.5	4467.5
Q9NS91	15814	47125	14820	30934	42401.5	56169	13402.5	24315	30561	29090	36398	17460.5	30897.5	17184	31871	24807	25528	19602	16171.5	42660.5	17617	57303	12571	23542	43065	25769	42562	22173.5	39503.5	33296.5	38247.5	21398.5	42163.5	15224	39268	36703.5	30699.5	16212	46458	42864.5	69261	30283.5	89403.5	25976.5	24923	28916.5	21724.5	77201	9226.5	12796.5	9316.5	5216	4629	19395.5	18227	11163	8092.5	17964	17345	46202.5	20051.5	7482	21470	23222	27034	11773.5	14017.5	15302.5	18257.5	33449.5	7173	21852	22387	18147	14592.5	25788	32303	24129	20384	41115	13127.5	18542.5	31441	18717.5	9745	13423.5	20093	26558.5	44929	17688	23858	27717	25906.5	35430	16265	54908.5
Q9NSA3	71803.5	101909	66692.5	129664.5	96950	97072.5	52626	62699.5	98719	57322.5	92355.5	81172.5	102109.5	169215	64306.5	39299.5	99765	43348.5	88100.5	110706.5	82775	71329	86842	94395.5	112441	95098	91573	132858.5	98847	57151.5	78412	55783.5	51749	51984.5	51338.5	29301	62700	107884.5	79353	74178	32038.5	53790.5	75425.5	94058.5	76371.5	78279	82225	32261	143146.5	66553.5	102753.5	134761.5	100308	93034.5	101874	54488.5	66188.5	100426.5	89866	69498.5	68968.5	154326.5	74227.5	67259.5	65776	96984	65218.5	68784	50891	47037.5	64530.5	79035.5	86086	78625	148831	119195.5	132546	105041	43324	50308	51522	77340	84710.5	90258	72435	157230.5	62875.5	70882	19274	53063	56793	26856	26162	79752	64037	47211
Q9NSB2	7960	7916	4114.5	6899	6156	8732.5	4940	8319	6589.5	8010.5	8607.5	6140.5	6746.5	5079	7839.5	2322	6935	8141	6281.5	5961.5	7141.5	9498	6316.5	8065.5	6229	7802	8677	7036.5	7248.5	5811.5	7863	4217	9840.5	5876	8568	4255	4409	5772.5	6824.5	7953.5	6856.5	8567.5	8335.5	7345	8682.5	6651.5	8851	6075.5	7302.5	6781	6383.5	9641	9254	7874.5	7484.5	7464	7344.5	5091.5	8209.5	7202.5	8622.5	10415.5	9296	8974.5	8110	7297.5	4429	11107.5	10067	2771	8806	11408.5	6229	6845	7252.5	5638	5608.5	6535	5342.5	6364	7037.5	5348	6463.5	7520.5	8186.5	9444	6507	8667	7239.5	7077	7672	6078	10775	10659	8154	5940
Q9NSB8	7429	7152	7521	4437.5	4929.5	8646	5410	9826	5860.5	1508	2340.5	7831	1860.5	9344	6610	5541	5156	8612	9132.5	7605.5	6260	6108.5	6351	9930.5	4833.5	2896	6067.5	5467.5	3883.5	5409	5167	3778	16978	9516	7762.5	6345	3896	4034	5577	7466	4130	4868	7716.5	7101	7981.5	5279	7658	6045.5	1986.5	4924	4604	5907	4662	7810.5	5649.5	5838	4494	4359.5	7115.5	6672.5	9919	9911	5181.5	4707	8387.5	10154.5	9921	7476.5	9109.5	7465	9351	6152	6430.5	2970	3502.5	4376	2431.5	7850.5	5571.5	4405	8792.5	5967.5	4170.5	8883	8418	6741	4868.5	5365.5	4693	5840	6508	3812	5060	6029	4816	7558
Q9NSD9	4378.5	20524	11285.5	25813	35659.5	73637.5	16301	15160.5	23212.5	31416.5	11301.5	4540.5	33234.5	9401	64661	3140	10332.5	4493	4794.5	22220	11766	40074	3656	31248.5	20850.5	27409	43779	38692	39642.5	56009	5790	3729.5	1140.5	3078	1201	3872	8841	5899.5	73640	2829	11373	4132.5	3214	7181.5	25855	2902.5	14369.5	2265.5	13236	3749.5	7057	7517	6564	22173.5	6380.5	5656	3036	3384	5259.5	6550.5	909.5	3428.5	18171	16368	3591.5	5030	7048.5	9809.5	12596.5	5015	2567.5	12144	10619.5	5802	7037.5	6527.5	6593	6540.5	5094.5	1622.5	4662.5	2908.5	4280.5	2392	5716.5	3641	3311.5	4297	5823.5	1870	3712	5476	2237.5	4942	3669	2601.5
Q9NSE4	10293.5	7933	5856.5	5296	10307.5	11079	8945	6446.5	5536	9368	7292	9722	7471	6723	9886.5	10481.5	9342	11231.5	6700	9475	7782	7387.5	9966.5	6594.5	8134	9856	8719.5	6551.5	11191.5	10766.5	8615.5	5709	5324	11212	6954.5	6339.5	5294	8800	8421	6418	17375	15290	12026.5	9860	7135	3450	7579.5	15684.5	6826.5	6002.5	7302.5	8932.5	7515	8346	6558	7225	7399	7667	6600.5	5320	6658.5	8196	9227	8649	9163	14543.5	14523.5	6799	9103	12583	10957.5	9555	12573.5	8557	6941.5	7738	9332	7638	10022.5	6778.5	5640	14519	8969.5	8420	6706	9300	7887.5	7515	14016.5	16531.5	8633.5	12348	7077	6793.5	5562	6863.5
Q9NSK0	19178.5	19481	13247	16135	9764.5	20444	14669	12169.5	15903.5	17844.5	13210	12798.5	14411	11906.5	21291	16409	15607.5	12601	8285	15613.5	14930	19202	11780.5	13070.5	13013	18330	17670.5	19236	16366.5	26226	11915	12130	12752.5	7532.5	13121.5	15148.5	14019	8603.5	21141.5	15106.5	18515	14308	9132.5	12014.5	13656	11678.5	10259.5	11223.5	13160	13378.5	14203.5	11376	12006	18011	12511	11074.5	10672	14745	12069.5	11878	13045	17232.5	20047	14399	15514	13679	14219.5	9341.5	11851	9034	11229	16240.5	11007	10568	10905.5	8542.5	9408.5	13002	14236.5	17337	13261.5	8920.5	14452	15545.5	14879	19166.5	12208.5	19223	15893.5	9840	8929.5	9296	15557	16312.5	11468.5	13263.5
Q9NT62	7377.5	5706	6802.5	7723	10872.5	14854	4454	3522	3037	1652.5	1670	3020.5	2278	5595.5	4952.5	2947.5	2451.5	4732.5	3234.5	3952.5	3163	4542.5	1203.5	2672	7404.5	4059	10894	9209	13048.5	10559.5	3280.5	2393.5	2769.5	3407	2390	5732	2836.5	4929	4810	1972.5	5566.5	3324.5	3568	2588.5	3319	1576	2934	5725	6770.5	5974	2572.5	3873	5968	8830	4339.5	3204	3078	1798.5	3698.5	2410.5	2196	2888.5	3596.5	2950.5	2136	3544	1261.5	2096	3285	5561	3158	4465	7704.5	5539	8661	6841	9971	9305	6045	2905	2463.5	4451.5	1993	2812.5	2844.5	4201	2223.5	3508.5	2022.5	1166.5	4220	4107	991	3062	2559.5	1806.5
Q9NTJ4	14367	66309	21316.5	43924	62205.5	66630	17681.5	49129	37932.5	79739	62576	40034.5	80858.5	3238.5	67032.5	6179.5	62520	27427.5	6507.5	31111.5	28180	95589.5	26469	45807	51474	72661	57580.5	26662	52613	62084.5	29864.5	33502.5	55258.5	43895.5	68397	57172	53512.5	23148	47590	38657	64895.5	68918.5	75856.5	34962.5	66457.5	53679	33973	31046	15247.5	21198.5	10353.5	6625.5	10620	26620.5	18565	26797	25503	27443	26606	64571	29888.5	13351	32778	12597	14828.5	9420	18763	6491.5	10958	8236	7150.5	8210.5	21998	38541	15741	17119	26114	28216.5	48200	42573	8270	17520.5	41914.5	16886	29605	20025	32408.5	17982.5	36001	25722	32590.5	26176	52536.5	20152.5	30573	46891
Q9NTJ5	1076.5	1519	2883	2505.5	3157.5	4920	878	1303.5	1454.5	4061.5	2024.5	2410.5	2763.5	1775	2949	1350	2450.5	1556	1225	2529.5	1507	2150.5	2648	2074	2958.5	1489	1579	1571.5	2781	1953	1256	1447.5	1033.5	1146	787.5	1996.5	2158	1705.5	4548.5	1562.5	5425.5	1073	2192.5	1872	2336	4744.5	1155	1693.5	4956	2098.5	3121	3527	4062.5	7348	3713.5	3258	1783	3243	4349.5	7374.5	3730.5	1327	4441	2540	1361.5	1073.5	638.5	1287	2199	2934	2081	5202.5	4367	2034	3094.5	1965	4030	3187	5125	5835	1685.5	2500.5	1962.5	2224.5	3111	2586.5	2660	2251	3317	5233	2833	2180	1663.5	1939	826.5	4454
Q9NTK5	29218.5	24639	21797.5	27690.5	26222	21561.5	24558.5	30324	22393.5	22918	24100	17368	34510	22232	22609	45858	21759.5	26710.5	29051.5	22665	23078.5	23901.5	12926	24011	31256.5	23433	27225	26342.5	31373	29584	18239	11254.5	20859.5	27985.5	22678.5	17192	18793	30033	21733.5	17829.5	30986.5	23530.5	19035	20638.5	30339.5	19021	20701	20922.5	14263.5	25654	28206	26910	10420.5	23695.5	24109.5	22231.5	17517.5	33723	29979.5	17770.5	27097.5	26317.5	21214	27336.5	35836	24206	45958	30686	41312.5	20114.5	39778	32602.5	23166.5	14590	18126	9581	6787.5	13199.5	17728.5	14928	26069.5	26063.5	41258.5	34265.5	17377.5	26801.5	21799.5	27197.5	22064	23085.5	23305	15129	23113.5	30640	28596.5	19422.5
Q9NTX5	23739	24459	24613	29827.5	21237.5	27237.5	19207.5	19195	19240	20784.5	20747.5	25214.5	20599	33173.5	17929.5	21100	23140	16199.5	23314	23758.5	14366.5	11214.5	23678	16713	25299	19957	39342.5	25038	23988	18606	20377	19122.5	18548	13593	17187.5	17653	16058	18667	22493	20555	18043.5	19059	17273	17869	17294.5	21305.5	16835	16646.5	18857.5	15779.5	15212	17456	19576.5	18667	17638.5	13691.5	13152	14521.5	15976	18586	14450	14870	20884.5	16319.5	18495.5	17441.5	23154.5	16051	19562	14647	20170.5	17656	16310	14919	20431	18119	20933.5	18270.5	15213.5	11825.5	14053.5	16432.5	10345	15384	14358.5	16832	17400	15638	19547.5	14822.5	18026	17807	14228	17364	16977.5	18590
Q9NTZ6	16907.5	16060	11662.5	16479.5	28586.5	17474	15300.5	9552	13261.5	13926	12763.5	13976.5	14404	15780.5	14828	14219	11574.5	10943.5	11747	12748.5	10650.5	17009.5	22064	15582.5	19036.5	16583	18855.5	14405	16915.5	38809.5	12394	17092.5	11900.5	17864.5	5678.5	20413.5	16423	13838	18178	9181	20693.5	14711	15106.5	13826.5	12368	13781.5	22613.5	17066.5	12822.5	17827	13504.5	22788	16022	20155	15828.5	7512	11122	8917	27179	22938	11531.5	10348.5	20915	20424	10369.5	23654.5	22919.5	8445	23496.5	18524	25896.5	13242	14168.5	15103	16647.5	16956	15583	19567.5	13434	7463	9612.5	23738.5	10173.5	3024	2935.5	9161.5	11931.5	20040.5	17685.5	12529	16776.5	14780	11659.5	2731	18599	9579
Q9NUB1	16539	15413	15595	7817.5	17441	20998.5	11179.5	9121	12151	13645.5	14855.5	9548	14376.5	22714.5	16898	18636.5	9478	16660	13381.5	15081.5	11298	15115	11934	18899	17457.5	18047	19599.5	13472.5	21560	17565	12693	11121.5	15282	12373.5	9248.5	19796	15905.5	11963.5	15404.5	20773	21345	16822	10271.5	13689.5	7108	12096	14793.5	19826	9538	17287.5	15717.5	17013	20606	16023.5	11702.5	14090.5	12877.5	14504.5	15128	18902	15697	18933	14843.5	17797	13887.5	22932.5	11141.5	11770.5	19500.5	17706.5	17433.5	11787	16206	16163	12765.5	18441	9657.5	15169.5	13428	8277.5	6953	22224.5	13208	17274	11969.5	14323	19888.5	17026.5	12855.5	17335.5	12858	12584	12222.5	11050.5	14687.5	18613.5
Q9NUJ1	9035.5	34382	13645	17354.5	32056.5	40648	10642.5	25581	27019	34992	19980.5	8628	23720	10859.5	31761	3987	17652.5	7441.5	7023	14616.5	13606.5	41235	6453.5	23007	18707.5	27042	30152.5	16741.5	40765.5	48632	11279	19656.5	12619	14630.5	16210.5	21391.5	29681	5014.5	36352	13403	40041.5	19567	22574	18825.5	26737	18252.5	18041.5	23844.5	11694	23194	10141	15056.5	13796	28903	13952.5	22210	14394.5	15657	28150.5	57573.5	11502.5	13644.5	27068.5	20952	24215	12918.5	7789	10758.5	15120.5	13065	14028	15995.5	29025	25245	22578	25010.5	30602	48527	31022.5	20761.5	11754.5	8651.5	19469.5	24847	16161.5	29575.5	21030.5	24680	30404	21150.5	28932	22946	33478.5	16842.5	24306.5	46606
Q9NUM4	3239.5	6301	3987.5	2611	2876.5	2011.5	4404	3536.5	4134	7010.5	4556	2869	4378	4961.5	3799	3408.5	4683	2808.5	3850.5	5871	3368	4636.5	2792	3205.5	2660.5	6036	9011	2616	5948.5	3681.5	3013	4039.5	4871.5	3450.5	2596	10069.5	3680.5	6039	6850.5	4653	6900	3826.5	8137.5	5460.5	7036	2160	3680.5	4958	2283.5	2692	3477.5	2945.5	2357.5	5268.5	3001.5	4617.5	4251	2052.5	2028.5	5205	4673	3345.5	3974	3958.5	5490	4847.5	4004	4035	3804	7067	5414	4849	3167.5	3887	3974.5	3326	2807.5	2024	5505.5	5654.5	5195	3162	4728	4042	4668	3890.5	3797.5	3744.5	4781	3832.5	3970	2280	5963	6695.5	5245	5675.5
Q9NUP9	1751	2639	2382.5	3617	2318.5	2036.5	3550	2112	4065.5	2941	3479.5	1808.5	10671.5	3950	3615	6191	2488	2138	4742	1977.5	3178.5	1669.5	6438.5	3574.5	1682	3290	4152.5	7174.5	2863.5	5948.5	2500	2289	2383	3064.5	2691	1936	2471	2203.5	1703.5	1767	2520	2320.5	2521	2221	1919.5	2705.5	4156	3233.5	2561	2014	7825	4196	4738.5	5260	2299	3460.5	4259	2704.5	2669.5	4702	3125	3843	5236.5	5617.5	1989	3718	2940	4192.5	3357	3230.5	3392	5321	5727	3284	1966.5	2524	2163	4910.5	2758.5	5277.5	4270	1136	2575	4782.5	4043.5	3860	5330.5	3510.5	4283	3830	3759	2693	3373	4332	4535.5	3167.5
