Protein	kidneyTisue1	kidneyTisue2	kidneyTisue3	kidneyTisue4	kidneyTisue5	kidneyTisue6	kidneyTisue7	kidneyTisue8	kidneyTisue9	kidneyTisue10	kidneyTisue11	kidneyTisue12	kidneyTisue13	kidneyTisue14	kidneyTisue15	kidneyTisue16	kidneyTisue17	kidneyTisue18	kidneyTisue19	kidneyTisue20	kidneyTisue21	kidneyTisue22	kidneyTisue23	kidneyTisue24	kidneyTisue25	kidneyTisue26	kidneyTisue27	kidneyTisue28	kidneyTisue29	kidneyTisue30	kidneyTisue31	kidneyTisue32	kidneyTisue33	kidneyTisue34	kidneyTisue35	kidneyTisue36
O15085	NA	256285.7	336790.8	NA	NA	NA	1804.537	NA	NA	NA	NA	218888	188132.1	NA	NA	193664.8	NA	NA	NA	NA	378018.1	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	187002.3	225598.7	NA	NA	NA	NA
Q8IV08	NA	54919.61	NA	67749.81	NA	59827.38	1804.537	119902.1	61346.33	NA	45014.49	47413.43	NA	NA	NA	NA	NA	45258.62	NA	42876.78	NA	78547.77	33491.8	NA	2064.747	124568	75160.02	NA	36339.93	NA	NA	NA	NA	62380.69	42192.1	49915.79
Q7Z4W1	427428	65864.34	197524.2	NA	417999.9	NA	203666.2	469971.2	280540.3	119902.1	438752.3	51274.72	218057.1	35681.91	540115.8	35413.6	129657.7	140526.3	457756.2	67663.89	199390.7	49739.87	396912	30102.47	177210.9	457756.2	282315.9	113145.5	454591.6	51615.29	219709.9	41294.54	582535.7	39644.1	125847	140112.6
Q16401	NA	NA	NA	51910.27	NA	45502.32	1804.537	6462.55	NA	44156.47	NA	NA	19019.68	64601.65	NA	NA	NA	13642.38	NA	NA	17146.31	33116.59	NA	48208.46	2064.747	NA	NA	49821.32	NA	NA	22122.36	58282.48	NA	NA	NA	NA
P16885	29791.97	NA	164811.4	136362.2	36018.36	NA	1804.537	NA	29005.53	354757.7	30313.51	NA	33491.8	NA	NA	NA	NA	NA	28649.97	NA	134561.7	NA	33325.86	NA	2064.747	NA	29791.97	352898.9	NA	NA	33837.11	282315.9	12806.98	NA	NA	NA
P46926	102286.8	79971.33	84689.84	37687.1	110367.2	85345.17	1804.537	72813.67	69039.96	24264.99	100135.6	130216	106620.3	101544.8	46895.88	76153.19	92200.62	75400.28	120491.1	90344.08	104642.9	59047.32	134561.7	66704.82	2064.747	69163.65	94932.09	30621.55	74656.39	109599.4	107194.5	104286.9	65580.5	68303.94	92973.8	78078.7
P26440	199390.7	37386.23	195146	128015.6	200030.8	30434.37	1804.537	216312.2	175372.7	270810.9	182794.5	109599.4	195146	NA	185750.3	154345.9	195146	228946.3	212292.8	37526.54	192312.2	83842.97	215427	33573.36	2064.747	211640.5	165285.9	279247.4	188132.1	31720.91	179981.9	NA	166291	158583.5	203666.2	223143.9
Q9Y4P3	NA	NA	NA	26011.69	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	8404.697	NA	NA	NA	NA	NA	25669.13	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	15116.91	NA	NA
P39019	49636.31	80102.57	57005.18	172028.6	46689.51	78216.51	1804.537	56247.06	51386.23	68064.1	61068.98	73098.98	51547.19	70903.29	50108.55	136629.6	113145.5	111753.2	52341.58	80102.57	57005.18	183399.7	44397.45	76579.02	79816.24	57348.28	73854.19	92336.89	63640.03	73411.06	53240.82	64454	47623.22	116010.1	96933.72	78414.15
Q9ULA0	NA	33069.91	14957.51	31289.59	16600.61	29538.92	1804.537	16953.34	9293.767	13480.96	14687.37	36186.54	16409.77	56337.18	19577.77	27706.53	35772.38	32403	NA	40140.37	20708.82	35302.49	19314.17	39273.51	2064.747	24907.94	21313.91	24264.99	18760.08	55348.78	16830.28	49327.24	14102.8	30488.41	37448.41	26490.26
P04350	NA	NA	4776.936	NA	NA	NA	1804.537	29918.29	772.2083	NA	NA	19849.41	NA	NA	NA	NA	9652.078	9155.547	NA	NA	NA	NA	NA	NA	2064.747	31289.59	NA	NA	NA	NA	NA	NA	NA	NA	14102.8	NA
Q08379	NA	NA	NA	21883.76	NA	NA	1804.537	NA	NA	10170.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20640.29	NA	NA	2064.747	NA	NA	11459.84	NA	NA	NA	NA	NA	NA	NA	NA
P46821	NA	26628.24	NA	37940.34	NA	NA	1804.537	589.5639	NA	NA	NA	NA	NA	NA	NA	11589.47	NA	11680.59	NA	NA	NA	29791.97	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07507	90344.08	85464.76	NA	NA	91466.47	91325.89	1804.537	NA	NA	NA	85345.17	61451.06	84689.84	189860.5	106789.8	94484.9	NA	NA	97756.44	83666.14	NA	NA	84571.84	87502.26	148188.2	NA	38365.15	NA	82644.38	NA	76929.26	197524.2	126743.6	78753.85	NA	NA
Q14008	NA	NA	NA	14303.05	NA	NA	1804.537	NA	NA	11680.59	NA	NA	NA	NA	NA	NA	7530.067	NA	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	10785.32	NA	NA	NA	NA	NA	NA	NA	NA
Q9UEY8	45174.88	21313.91	42472.02	NA	44946.28	26314.17	1804.537	6679.15	39140.5	12107.39	47551.12	NA	40204.65	25487.3	23560.07	NA	29538.92	17204.07	47623.22	25487.3	40204.65	NA	52341.58	25957.41	2064.747	NA	30313.51	17146.31	48594.65	NA	44536.32	NA	29862.3	NA	28951.34	24964.95
P10586	96737.9	NA	72635.24	NA	93224.91	NA	1804.537	139288.5	99806.29	74269.09	NA	NA	44536.32	NA	NA	NA	NA	80741.56	78654.16	NA	76685.11	NA	93587.75	NA	2064.747	134798	101915.9	80741.56	NA	NA	57169.19	NA	28285.6	NA	NA	145114.2
Q9NR28	72021.55	64790.49	61155.07	89524.72	75858.83	66571.79	1804.537	92973.8	42032.72	88437.7	83236.9	47269.07	63816.85	46689.51	64365.04	86082.28	86082.28	113400.3	59047.32	102711.5	62113.76	77225.75	68707.95	68597.03	2064.747	85899.79	51085.24	77348.17	88118.88	50996.29	63905.9	55431.72	73631.49	98642.34	NA	111940.8
Q9UNM6	22378.06	39005.52	29176.41	57737.64	17976.62	34991.44	1804.537	33182	25255.74	43653.47	28782.87	46418.59	29052.19	43101.08	24335.52	45502.32	32198.97	30963.73	23498.15	43889.18	26368.11	59915.42	31521.7	39140.5	2064.747	26232.09	29748.37	47185.33	33069.91	54478.54	36705.6	46957.7	15847.52	56135.9	36422.79	35176.2
O75380	53711.56	NA	50923.04	NA	54919.61	NA	1804.537	NA	41913.8	44695.75	46818.33	NA	41778.38	NA	60888.92	NA	NA	NA	40420.69	NA	65948.94	NA	57080.76	NA	2064.747	NA	38511.05	49636.31	62246.1	NA	60214.34	NA	NA	NA	NA	NA
P61081	42255.78	89204.91	NA	54328.42	46303.49	NA	1804.537	33069.91	59735.85	45654.7	47269.07	45871.05	37448.41	NA	42192.1	51085.24	58932	41974.24	40663.75	NA	NA	54737.36	44010.16	NA	2064.747	48208.46	52957.47	51690.71	48438.29	NA	NA	49739.87	44536.32	45944.75	52878.95	61155.07
B1AJZ9	69296.97	69163.65	105601.5	111940.8	98250.03	NA	1804.537	77070.33	71139.86	125612.2	84571.84	83516.5	86943.43	77225.75	58172.71	146454.4	111001.3	97572.19	76153.19	NA	105177.9	116548.9	95793.82	NA	2064.747	44865.21	67976.03	133313.1	85094.47	83516.5	91127.04	76018.01	54990.34	141575.7	103144.4	92656.4
O95831	243907.9	98250.03	301234.9	42192.1	351190.2	84437	133565.1	378018.1	347082.5	200649	307205	125612.2	308775.7	79704.06	246687.7	70903.29	180535.1	314250.1	245595.9	104458.4	308775.7	42132.29	343262	68503.39	126743.6	347082.5	329906.4	215427	302761.4	118793.4	315748	74058.15	245595.9	65580.5	177210.9	296507.9
P09972	NA	138965.2	NA	22730.31	NA	91127.04	133313.1	83390.33	NA	NA	NA	136064	321442.7	126409.1	NA	73278.36	NA	NA	NA	138230.1	NA	23741.29	NA	90344.08	117106.9	89524.72	NA	474797	NA	134798	50108.55	84185.7	54737.36	114921	174111.8	84689.84
Q86U28	10482.32	NA	8603.886	NA	31521.7	NA	1804.537	14857.12	3768.506	29698.69	23009.54	NA	6099.858	NA	14658.16	NA	12107.39	30674.6	39005.52	NA	13041.81	NA	33003.64	NA	2064.747	12444.31	NA	29748.37	NA	NA	NA	NA	NA	NA	NA	16600.61
O75264	15184.38	NA	NA	NA	12567.36	NA	1804.537	NA	NA	NA	NA	NA	9120.119	NA	19690.86	NA	NA	NA	NA	NA	NA	NA	16653.18	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61313	4878.9	53831.88	51547.19	65477.99	57080.76	58063.49	89804.98	68503.39	47269.07	25608.95	5768.044	56135.9	3207.247	60605.33	5532.628	95057.05	73278.36	81771.48	29918.29	56715.96	41294.54	69163.65	NA	76787.62	79971.33	61068.98	51690.71	64790.49	NA	24858.79	NA	NA	7930.744	90840.22	103356.2	72021.55
P49441	NA	28403.81	NA	NA	NA	NA	1804.537	NA	NA	3325.908	NA	NA	NA	NA	NA	NA	NA	NA	NA	28588.87	NA	NA	NA	NA	2064.747	NA	NA	9708.25	NA	NA	NA	NA	NA	NA	NA	NA
Q07157	25737.06	NA	23275.02	NA	37621.73	11832.57	1804.537	NA	3486.531	16046.76	17976.62	NA	16830.28	17484.32	13990.29	NA	20453.29	2601.4	27915.41	20057.06	25129.86	13166.66	26157.97	36073.5	2064.747	4172.006	9347.894	22562.35	31920.16	NA	31454.9	32049.25	36339.93	NA	34916.06	6919.769
P35749	5707.747	74656.39	25487.3	10785.32	38130.55	18957.21	50443.03	420.9417	23432.31	5582.867	24655.11	13283.71	13531.76	82107.82	51791.05	160691.3	NA	NA	7930.744	59328.51	26093.67	13101.96	42316.63	29308.43	52786.49	NA	28468.21	8667.869	10785.32	27128.02	17976.62	77962.17	45107.13	150009.2	NA	NA
Q96C00	NA	NA	NA	35817.41	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	56514.53	68303.94	NA	NA	NA	NA	40204.65	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	67663.89	67021.12	NA
Q8WXD9	28588.87	NA	23827.06	NA	NA	68927.99	126409.1	NA	NA	14566.58	NA	NA	NA	NA	NA	NA	NA	NA	31521.7	NA	21199.16	NA	NA	NA	80741.56	NA	NA	19506.67	NA	NA	NA	NA	NA	NA	NA	NA
P62191	34713.42	37098.09	55509.41	35565.03	NA	32469.21	58172.71	25539.53	26093.67	32750.56	20825.75	47788.15	22946.86	65757.16	26093.67	25178.94	25957.41	32661.95	39785.63	34856.47	NA	43184.22	NA	38212.23	2064.747	29918.29	29308.43	20589.93	30730.15	38511.05	15516.18	33325.86	NA	37621.73	35413.6	25129.86
Q13263	27310.46	48748.28	29791.97	57523.94	31161.06	47551.12	1804.537	19019.68	28588.87	38320.43	30730.15	63640.03	30488.41	47788.15	28951.34	86395.18	45794.93	56815.28	33116.59	46763.48	29791.97	58932	31797.32	40858.49	2064.747	29308.43	32524.27	41913.8	27128.02	54002.71	41077.87	48664.34	31989.24	101915.9	44468.07	55100.23
P17980	24059.86	54417.16	38012.43	65948.94	34436.2	48379.88	72135.45	66141.67	38130.55	83516.5	48748.28	61667.11	34325.01	76292.57	52415.71	39356.67	64702.22	58618.05	33680.65	40935.27	39584.44	40935.27	22122.36	58063.49	2064.747	62380.69	40204.65	65262.99	38130.55	49467.07	35302.49	65665.84	48314.38	41840.21	63988.55	60140.21
Q9Y6M1	NA	NA	NA	NA	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	13744.35	5532.628	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	17484.32	9416.931
P20700	47551.12	93734.03	77709.53	117705.1	113400.3	138965.2	1804.537	28517.17	62742.03	58282.48	16830.28	102116.3	95793.82	86082.28	33974.14	130216	65665.84	98642.34	156268.9	99806.29	76153.19	118534.4	116824.3	156268.9	2064.747	42032.72	59735.85	60788.28	192312.2	118998.7	35050.65	96253.9	46495.02	126409.1	72635.24	89204.91
O95202	14628.95	33116.59	18886.76	26881.08	36623.49	NA	58282.48	52572.61	32469.21	14224.85	19175.72	NA	10243.86	NA	7930.744	9229.783	35637.82	38720.09	21634.76	21553	21313.91	31720.91	37185.8	NA	62742.03	51791.05	18518.54	19983.67	49467.07	NA	8719.525	NA	10649.17	16653.18	36144.33	41190.07
Q6YN16	120491.1	35890.67	69163.65	NA	114921	61553.77	122859.9	181096.8	112930.6	102533.7	153041.2	47858.24	91628.1	43945.29	100310	45944.75	91325.89	170208.5	135737.2	NA	64790.49	NA	97932.12	58798.94	102116.3	183399.7	113682.9	108554.7	133313.1	44010.16	86943.43	52786.49	117106.9	41711.94	94182.11	171211.4
Q00341	5154.056	20825.75	3405.972	73524.28	NA	13166.66	1804.537	1251.514	1577.956	49327.24	1867.944	10701.54	1614.694	17204.07	1638.997	73854.19	6462.55	22496.77	5768.044	21634.76	7140.861	50008.51	8469.239	20215.77	2064.747	6211.608	8404.697	52957.47	NA	16436.64	7140.861	24565.31	6414.703	20708.82	63594.29	55348.78
P36969	58172.71	31034.26	28468.21	NA	24335.52	NA	1804.537	54990.34	37687.1	86748.58	55509.41	45258.62	40420.69	49228.15	45258.62	NA	38212.23	101308.6	36558.49	30434.37	14687.37	NA	25017.81	NA	2064.747	26686.24	47269.07	74269.09	46219.52	35890.67	38212.23	74156.41	50724.91	NA	37526.54	60416.61
Q15046	NA	54737.36	34267.11	68303.94	23741.29	51615.29	1804.537	77850.57	NA	40521.26	37687.1	58063.49	42632.02	59915.42	42472.02	80614.2	22619.79	55839.27	NA	59915.42	39785.63	70596.1	26438.35	53026.19	2064.747	62742.03	NA	62246.1	42032.72	90840.22	72497.5	89662.87	37786.9	67555.47	NA	38266.54
P22234	NA	59432.1	NA	67976.03	9120.119	77070.33	87184.24	NA	NA	68303.94	NA	43350.86	1664.831	79458.77	NA	76292.57	62742.03	51274.72	NA	96590.73	NA	75613.89	NA	75613.89	2064.747	NA	NA	71375.87	NA	77709.53	39644.1	79704.06	NA	96737.9	64108.37	74915.41
Q99611	NA	NA	NA	NA	NA	NA	1804.537	NA	18760.08	13744.35	26314.17	NA	NA	NA	18280.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747	22496.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJZ1	58695.53	54990.34	75282.1	48379.88	121022.2	42632.02	1804.537	115757.1	59225.88	80102.57	107194.5	72866.16	54240.61	52477.21	80741.56	34042.57	95493.71	138626.9	117967.3	62603.47	73278.36	53026.19	78654.16	34916.06	52415.71	81193.99	38171.39	62742.03	81510.46	54642.17	76579.02	54478.54	56135.9	24705.79	77709.53	101308.6
Q92896	84980.21	NA	NA	NA	NA	NA	1804.537	148739.1	NA	188132.1	NA	NA	NA	NA	111940.8	26232.09	NA	NA	NA	136875.9	NA	NA	NA	NA	2064.747	163494.7	60888.92	212997.3	NA	NA	NA	NA	124024	NA	NA	NA
Q15637	9708.25	NA	5768.044	19577.77	NA	16046.76	1804.537	NA	3405.972	2693.067	3537.128	23009.54	2438.214	20346.64	NA	30963.73	NA	NA	10577.49	NA	NA	28588.87	NA	23318.47	2064.747	NA	10482.32	NA	NA	NA	NA	24705.79	NA	25957.41	NA	NA
P51571	8469.239	29176.41	13938.17	69163.65	11167.62	18200.78	1804.537	24705.79	12444.31	14502.55	4776.936	21261.03	6679.15	22003.33	10305.74	50108.55	16382.91	16653.18	11459.84	NA	13480.96	87958.78	NA	20640.29	2064.747	23207.51	NA	27005.53	NA	NA	NA	27915.41	13793.52	60697.71	18280.42	NA
P06730	NA	NA	NA	29430.84	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	42948.4	NA	30568.06	39584.44	40738.93	NA	NA	NA	42825.82	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	35681.91	NA
Q9BVJ7	29176.41	NA	28140.73	60013.66	22321.01	39719.26	1804.537	22321.01	32049.25	NA	24705.79	10943.8	22321.01	37687.1	NA	35565.03	NA	NA	19247.7	NA	24133.67	59432.1	25957.41	29791.97	2064.747	54737.36	20517.91	NA	25067.46	37326.2	28736.94	32403	19247.7	20346.64	NA	NA
Q96G03	17428.52	31920.16	16382.91	25608.95	6414.703	39140.5	1804.537	18831.54	15459.06	3405.972	20346.64	37526.54	10785.32	33680.65	9945.717	19577.77	34916.06	19690.86	17715.21	32815.68	22664.19	27915.41	23275.02	61202.24	2064.747	31585.28	31389.75	NA	33943.76	60697.71	22003.33	38794.68	NA	26368.11	38130.55	38641.15
P21953	NA	NA	NA	NA	NA	NA	1804.537	19389.6	NA	3768.506	NA	NA	NA	NA	3258.656	NA	NA	3282.131	NA	NA	6569.589	NA	9708.25	NA	2064.747	24411.29	NA	NA	NA	NA	NA	NA	7267.361	NA	NA	7203.25
Q03135	NA	98824.4	NA	45794.93	NA	108554.7	1804.537	NA	NA	NA	NA	59138.55	NA	240932	NA	NA	NA	NA	NA	103555.3	NA	50108.55	NA	113400.3	421056.2	NA	NA	NA	NA	63060.78	NA	204722.1	NA	NA	NA	NA
Q9UKY7	60788.28	NA	NA	102533.7	NA	12154.01	1804.537	30891.04	497.9667	10649.17	1491.994	56337.18	22122.36	74156.41	NA	65130.74	NA	NA	49821.32	NA	NA	205171.5	NA	65757.16	55509.41	48629.5	41077.87	24059.86	55348.78	81957.89	67126.98	66704.82	57432.65	65130.74	NA	NA
Q15493	7770.881	NA	14448.97	NA	14102.8	NA	1804.537	NA	NA	NA	5255.061	NA	NA	NA	4398.756	NA	NA	NA	12924.71	NA	14373.54	NA	13041.81	NA	2064.747	NA	NA	NA	15184.38	NA	NA	NA	10993.77	NA	NA	NA
Q96I15	NA	NA	NA	NA	NA	27967.68	1804.537	NA	NA	NA	NA	46154.89	NA	NA	35637.82	NA	NA	64901.59	34267.11	NA	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	55954.92	NA	NA	NA	NA	46418.59	69842.1
Q9BVG4	25957.41	68194.41	21706.65	46818.33	26736.89	34116.76	1804.537	32336.43	22946.86	75160.02	22055.13	29308.43	21509.59	83114.39	22730.31	29111.44	141296.3	88709.01	25608.95	74546.25	24705.79	48512.74	NA	48664.34	2064.747	32270.84	NA	76579.02	29862.3	39644.1	27796.91	42566.36	27593.38	36869.43	39848.8	35890.67
Q53FA7	14957.51	44088.33	NA	NA	NA	25178.94	1804.537	NA	NA	NA	NA	27646.1	NA	NA	4776.936	NA	NA	38794.68	15243.89	34116.76	NA	NA	NA	29052.19	2064.747	NA	NA	NA	NA	30963.73	NA	NA	NA	NA	NA	26788.93
Q9BVA1	NA	NA	11758.94	NA	22003.33	NA	1804.537	NA	NA	NA	14102.8	NA	23498.15	NA	24264.99	NA	NA	NA	9945.717	NA	40738.93	NA	23370.88	NA	2064.747	NA	NA	NA	20346.64	NA	NA	NA	27191.27	NA	NA	NA
P22392	88271.58	95207.85	103555.3	112182.3	87184.24	89204.91	1804.537	144444.7	90534.5	132774.2	101544.8	121781.8	93981.03	69296.97	68064.1	119902.1	102116.3	106620.3	43945.29	81635.42	56715.96	103960.2	51910.27	116824.3	2064.747	97140.59	39584.44	121324.4	70903.29	65130.74	65031.81	86222.4	77850.57	70596.1	71531.78	128225.5
Q10713	NA	NA	NA	NA	57850.99	NA	1804.537	43101.08	NA	49103.56	NA	NA	NA	NA	NA	NA	NA	58798.94	NA	NA	NA	NA	NA	NA	2064.747	47623.22	NA	60992.96	41294.54	NA	NA	NA	NA	NA	NA	54160.37
Q9H2A2	41425.14	NA	25957.41	NA	39986.9	NA	1804.537	18045.24	30621.55	NA	53332.27	NA	31521.7	NA	42404.53	7930.744	NA	NA	38266.54	NA	25795.89	NA	36623.49	NA	2064.747	28736.94	28782.87	NA	48379.88	NA	22426.11	NA	34713.42	NA	NA	NA
Q9NWH7	NA	NA	NA	NA	NA	42316.63	148188.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34176.42	134561.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49588	93587.75	148188.2	107857	203666.2	126409.1	134798	85740.42	145951.9	115138	116289.9	126409.1	164343.5	101915.9	140112.6	118998.7	208139.1	160172.7	130216	92512.37	147792.9	152627.3	187566.8	92336.89	149121.2	58282.48	136875.9	116010.1	158583.5	138965.2	128015.6	109006.7	215427	93224.91	216312.2	159751.2	133921.9
Q6GMV3	85094.47	158583.5	53619.99	61667.11	72021.55	119650.8	1804.537	57737.64	64702.22	45794.93	92823.65	145510.8	50996.29	NA	99028.47	NA	76153.19	70281.09	83842.97	135337.9	NA	69842.1	66571.79	NA	2064.747	63548.54	73975.35	46818.33	99968.93	NA	58436.31	NA	83236.9	NA	71139.86	89349.21
P10153	22251.11	NA	NA	NA	39497.49	NA	1804.537	NA	NA	NA	89991.46	NA	12494.7	NA	NA	NA	NA	NA	22426.11	NA	NA	NA	39433.16	NA	2064.747	NA	40420.69	NA	95661.27	NA	NA	NA	NA	NA	NA	NA
P16144	NA	NA	NA	25178.94	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	25795.89	NA	NA	NA	NA	21634.76	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23434	115138	NA	84185.7	NA	NA	NA	1804.537	50443.03	NA	NA	87958.78	NA	92200.62	NA	61553.77	42316.63	55100.23	56514.53	113145.5	NA	87688.4	NA	NA	NA	2064.747	53831.88	62742.03	NA	101043.4	NA	95951.08	NA	NA	49228.15	51189.29	68790.77
Q02952	23942.7	96253.9	20825.75	49327.24	13041.81	29369.22	56337.18	1664.831	16249.23	NA	582535.7	37572.64	1130692	22619.79	23370.88	35479.7	805128.4	760797.8	21509.59	102286.8	820257.2	50797.63	606496.8	39644.1	53711.56	5582.867	1086128	NA	633821	651711.1	1162786	36763.92	861796.3	1300718	861796.3	760797.8
P78347	NA	NA	NA	NA	NA	NA	1804.537	NA	NA	12327.9	NA	NA	NA	NA	NA	NA	9347.894	8404.697	NA	NA	NA	16571.7	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O96000	67555.47	NA	89804.98	NA	104642.9	NA	69717.98	61451.06	73200.35	95951.08	94670.18	13938.17	80465.48	NA	107651.2	33913.38	43815.97	34787.12	76579.02	NA	88571.8	25737.06	107651.2	NA	70903.29	64702.22	80102.57	93587.75	107375.7	NA	95661.27	NA	108189	38511.05	NA	43350.86
O43181	99968.93	NA	101732.7	NA	124568	39644.1	1804.537	NA	79458.77	75613.89	121609.6	NA	95207.85	NA	128776.2	NA	NA	NA	98460.75	NA	102533.7	NA	124024	NA	2064.747	NA	88904.66	68064.1	132107.8	NA	89804.98	NA	123135.8	NA	NA	NA
Q02252	820257.2	104286.9	623040.6	NA	1380456	98250.03	260389.5	237958.5	1057986	294964.3	1086128	161420	1380456	125612.2	1002596	38576.91	248839.1	362020.8	820257.2	54328.42	633821	NA	1219164	153896.5	260389.5	261842.8	1130692	314250.1	1086128	171594.5	1380456	123793.9	1002596	56917.54	253890.9	365975.5
Q9NNW7	31345.97	NA	13793.52	NA	34506.99	NA	1804.537	18200.78	29052.19	67021.12	19314.17	17080.19	17484.32	NA	61777.63	NA	NA	25795.89	29430.84	NA	18592.77	NA	28364.9	NA	2064.747	19314.17	29655.42	59642.93	22730.31	19314.17	20398.12	NA	55839.27	19247.7	21706.65	21706.65
O43813	NA	67879.78	32143.86	23992.28	NA	56715.96	1804.537	NA	NA	28588.87	46495.02	69296.97	20453.29	61777.63	13339.99	27191.27	32815.68	25255.74	NA	88118.88	66141.67	NA	NA	63060.78	2064.747	NA	25129.86	33003.64	26947.6	57623.34	48017.64	72021.55	27367.98	33325.86	33325.86	17146.31
Q96FW1	49228.15	26157.97	40663.75	43945.29	47413.43	65665.84	61155.07	46957.7	41576.85	56337.18	47477.48	65031.81	44605.86	80741.56	49636.31	29987.47	54328.42	43350.86	35681.91	NA	38320.43	43945.29	40420.69	75506.47	80102.57	29791.97	39208.25	52415.71	37098.09	75049.44	40935.27	66058.39	40567.01	18760.08	56715.96	38794.68
Q14683	59915.42	NA	NA	NA	63905.9	NA	1804.537	121022.2	NA	89057.4	NA	NA	NA	NA	75613.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747	117389.5	NA	111001.3	72866.16	NA	NA	NA	NA	NA	NA	NA
P13645	59827.38	93981.03	90139	84571.84	161859.3	133014	146454.4	23631.74	44865.21	73098.98	9837.458	33913.38	38320.43	30963.73	2471.814	7712.3	12744.35	4227.825	49915.79	47413.43	87184.24	88118.88	158583.5	155137.9	153483.2	22619.79	41493.97	75506.47	33491.8	26438.35	44306.32	34579.48	10577.49	17029.87	36339.93	9791.453
P20674	167482.1	97756.44	219709.9	139670.4	202049.2	97572.19	205865.1	490235.9	209499.9	381249.5	224837.6	97932.12	162300.5	NA	265761.1	36558.49	207384.7	185160	163494.7	80199.58	233372.9	139670.4	200030.8	94932.09	181096.8	469971.2	173069.6	357417.6	185160	NA	131767.9	NA	256285.7	171594.5	113916.8	182241.6
P35754	209499.9	213886.3	198832.2	221565	279247.4	198832.2	62503.04	95661.27	204722.1	196996.8	102711.5	247871.5	178745.3	218057.1	154345.9	128225.5	106954.4	106131.2	196996.8	234531.6	220764.4	227900.3	205171.5	211640.5	72497.5	151044.7	227900.3	67333.54	215427	301234.9	174984.5	153483.2	147423.5	81054.54	218888	142306.8
P61960	110611.1	128776.2	67021.12	57850.99	74656.39	105177.9	82528.65	91995.3	56815.28	54919.61	67879.78	201171.9	68064.1	154345.9	101544.8	93424.59	35479.7	86748.58	61346.33	131767.9	62003.42	134155.2	103356.2	117967.3	96407.84	104286.9	91466.47	58530.55	131429.8	112930.6	101043.4	184650.5	64702.22	106131.2	30963.73	55628.06
Q96IJ6	NA	NA	NA	30381.41	NA	NA	1804.537	NA	NA	34787.12	NA	NA	NA	NA	NA	26736.89	NA	NA	NA	NA	NA	30313.51	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	39140.5	NA	NA
P41091	NA	NA	NA	35246.61	NA	17258.52	1804.537	NA	NA	27967.68	NA	NA	NA	NA	NA	23560.07	32524.27	17029.87	NA	NA	NA	35681.91	NA	22861.64	2064.747	NA	NA	NA	NA	24335.52	12744.35	27796.91	NA	29176.41	31865.32	20275.93
Q96IX5	13041.81	NA	26563.48	NA	22861.64	NA	1804.537	57169.19	NA	35479.7	21553	26490.26	12924.71	30381.41	NA	63060.78	35050.65	50560.56	10482.32	NA	36705.6	16953.34	21199.16	NA	2064.747	NA	187566.8	57080.76	NA	NA	NA	NA	NA	NA	42825.82	78547.77
Q9NSY0	NA	NA	NA	39644.1	NA	NA	1804.537	NA	NA	8178.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45174.88	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96KP4	606496.8	760797.8	716944.3	336790.8	643593	1582979	144058.2	706520.3	789446.1	84689.84	606496.8	940142	913960	775969.2	732383.5	732383.5	1686138	1057986	643593	789446.1	716944.3	357417.6	659554.4	1380456	162665.9	659554.4	706520.3	93224.91	623040.6	885197.1	885197.1	706520.3	716944.3	659554.4	1686138	940142
O75356	30674.6	NA	22619.79	NA	27310.46	40286.82	1804.537	25957.41	23741.29	NA	28588.87	45944.75	34176.42	NA	21347.51	79161.4	80102.57	42948.4	44605.86	63415	33182	NA	43101.08	NA	2064.747	NA	NA	NA	36558.49	NA	25957.41	NA	27857.94	68597.03	NA	NA
